SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATE SALE,BREED,YEARFOAL
2023,Y,23FTOCTYR,2023-10-24,1,2,464,464,,,2022-03-01,1,B,C,,Y,,,KY,COAL FRONT,COAL FRONT,FINE CUT,FINE CUT,POSSE,POSSE,,,,,,,BLUEWATER SALES LLC AGENT IX,,,,MIAMI RACING,,,,8000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,465,465,,,2022-05-24,1,DKB,C,,Y,,,NY,PRACTICAL JOKE,PRACTICAL JOKE,FIRE ASSAY,FIRE ASSAY,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,,DENALI STUD AGENT III,,,,BRUCE N. LEVINE,,,,65000,,https://vimeo.com/874533958?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,466,466,,,2022-05-03,1,CH,C,,Y,,,KY,VEKOMA,VEKOMA,FIRE OF FREEDOM,FIRE OF FREEDOM,STREET CRY (IRE),STREET CRY (IRE),,,,,,,WOODS EDGE FARM AGENT,,,,DOUG ANDERSON,,,,30000,,https://vimeo.com/875977567?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,467,467,,,2022-03-28,1,DKB,F,,Y,,,KY,COAL FRONT,COAL FRONT,FIRST KISS,FIRST KISS,SMART STRIKE,SMART STRIKE,,,,,,,GROVENDALE SALES AGENT I,,,,ROSE PETAL STABLE,,,,45000,,https://youtu.be/WgWsuEInG8E,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,468,468,,,2022-05-01,1,CH,C,,Y,,,KY,BRODY'S CAUSE,BRODY'S CAUSE,FISHERS ISLAND,FISHERS ISLAND,LEMON DROP KID,LEMON DROP KID,,,,,,,WYNNSTAY SALES AGENT III,,,,FAST HORSES,,,,18000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,469,469,,,2022-03-14,1,B,F,,Y,,,KY,UNIFIED,UNIFIED,FIT FOR A LADY,FIT FOR A LADY,AFTER MARKET,AFTER MARKET,,,,,,,CARA BLOODSTOCK (BERNARD MCCORMACK) AGENT IV,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,470,470,,,2022-04-06,1,DKB,C,,Y,,,KY,PRACTICAL JOKE,PRACTICAL JOKE,FITZROVIA,FITZROVIA,UNCLE MO,UNCLE MO,,,,,,,ST GEORGE SALES AGENT V,,,,B B B,,,,75000,,https://vimeo.com/875392314?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,471,471,,,2022-05-11,1,CH,C,,Y,,,KY,VOLATILE,VOLATILE,FIZZY PINK (GB),FIZZY PINK (GB),SINGSPIEL (IRE),SINGSPIEL (IRE),,,,,,,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,LUIS A SHIRLEY,,,,30000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,472,472,,,2022-04-23,1,DKB,F,,Y,,,KY,MCKINZIE,MCKINZIE,FLASHLY,FLASHLY,DENMAN (AUS),DENMAN (AUS),,,,,,,BLAKE-ALBINA THOROUGHBRED SERVICES LLC AGENT I,,,,CHRIS MELTON,,,,12000,,https://vimeo.com/874565718,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,473,473,,,2022-01-19,1,CH,F,,Y,,,OHIO,PROMISES FULFILLED,PROMISES FULFILLED,FLASHY G,FLASHY G,NOTIONAL,NOTIONAL,,,,,,,DANIEL & PATRICIA YATES,,,,RIVERA RACING STABLE,,,,15000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,474,474,,,2022-03-01,1,B,C,,Y,,,KY,MENDELSSOHN,MENDELSSOHN,FLAUTIST,FLAUTIST,FIRST DEFENCE,FIRST DEFENCE,,,,,,,LISA & TIM TURNEY AGENT I,,,,NOT SOLD,,,,40000,,https://vimeo.com/874123804,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,475,475,,,2022-03-15,1,DKB,C,,Y,,,KY,ALWAYS DREAMING,ALWAYS DREAMING,FLIRTATIOUS,FLIRTATIOUS,HARD SPUN,HARD SPUN,,,,,,,MAINE CHANCE FARM (UNIVERSITY OF KENTUCKY),,,,RIDETHECOATTAILS,,,,25000,,https://youtu.be/Ntr7D57UKus,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,476,476,,,2022-03-12,1,B,F,,Y,,,PA,FLAMEAWAY,FLAMEAWAY,FLOATING DREAM,FLOATING DREAM,GHOSTZAPPER,GHOSTZAPPER,,,,,,,VINERY SALES AGENT XLIV,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,477,477,,,2022-01-06,1,B,F,,Y,,,FL,KHOZAN,KHOZAN,FLOR DE LINDA,FLOR DE LINDA,TAPIZAR,TAPIZAR,,,,,,,EATON SALES AGENT,,,,DR ROBERT TUCKER,,,,42000,,https://vimeo.com/876657022?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,478,478,,,2022-03-10,1,B,F,,Y,,,KY,FIRST SAMURAI,FIRST SAMURAI,FLORIAN,FLORIAN,STREET CRY (IRE),STREET CRY (IRE),,,,,,,WINTER QUARTER FARM AGENT,,,,ELODIE DUNE,,,,24000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,479,479,,,2022-04-19,1,CH,F,,Y,,,KY,MITOLE,MITOLE,FLOSS DANCER,FLOSS DANCER,SHAKIN IT UP,SHAKIN IT UP,,,,,,,TAYLOR MADE SALES AGENCY AGENT XL,,,,ARCADIO ESCAMILLA,,,,2000,,https://youtu.be/7GWqsoZAEWk,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,480,480,,,2022-04-25,1,DKB,F,,Y,,,KY,ECHO TOWN,ECHO TOWN,FLOTUS,FLOTUS,ESKENDEREYA,ESKENDEREYA,,,,,,,TAYLOR MADE SALES AGENCY AGENT LIII,,,,GRASSROOTS TRN & SALES LLC,,,,72000,,https://youtu.be/t0Etn0bHAnQ,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,481,481,,,2022-03-21,1,DKB,C,,Y,,,KY,LORD NELSON,LORD NELSON,FLOWERFUL,FLOWERFUL,OVERANALYZE,OVERANALYZE,,,,,,,SCOTT MALLORY AGENT V,,,,ED & SUSIE ORR,,,,35000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,482,482,,,2022-03-24,1,CH,C,,Y,,,KY,KANTHAROS,KANTHAROS,FLY PAST (GB),FLY PAST (GB),ZAMINDAR,ZAMINDAR,,,,,,,DIXIANA FARMS LLC,,,,NOT SOLD,,,,24000,,https://youtu.be/Yc3Vmo5TaxU,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,483,483,,,2022-03-01,1,CH,F,,Y,,,KY,PRACTICAL JOKE,PRACTICAL JOKE,FOLKLORE,FOLKLORE,TIZNOW,TIZNOW,,,,,,,TAYLOR MADE SALES AGENCY AGENT LVII,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,484,484,,,2022-05-09,1,B,C,,Y,,,KY,DANISH DYNAFORMER,DANISH DYNAFORMER,FOLLOW,FOLLOW,SEEKING THE GOLD,SEEKING THE GOLD,,,,,,,FOUR STAR SALES AGENT,,,,FXP CORP,,,,1500,,https://vimeo.com/872539398?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,485,485,,,2022-05-03,1,B,F,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,FORGET IT,FORGET IT,DISTORTED HUMOR,DISTORTED HUMOR,,,,,,,GREENFIELD FARMS AGENT III,,,,JESSE HOPPEL,,,,40000,,https://vimeo.com/875372770?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,486,486,,,2022-03-09,1,B,C,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,FORTUNE PLAY,FORTUNE PLAY,FIVE STAR DAY,FIVE STAR DAY,,,,,,,FOUR STAR SALES AGENT,,,,NOT SOLD,,,,55000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,487,487,,,2022-04-07,1,B,F,,Y,,,NY,MCKINZIE,MCKINZIE,FOURSCOREANDSEVEN,FOURSCOREANDSEVEN,COLONEL JOHN,COLONEL JOHN,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,NOT SOLD,,,,37000,,https://vimeo.com/876607512?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,488,488,,,2022-05-17,1,B,C,,Y,,,KY,AUDIBLE,AUDIBLE,FOUR STAR NINJA,FOUR STAR NINJA,DROSSELMEYER,DROSSELMEYER,,,,,,,MACHMER HALL SALES AGENT FOR MACHMER HALL ET AL I,,,,GREG JAMES,,,,45000,,https://vimeo.com/876396875?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,489,489,,,2022-03-08,1,B,C,,Y,,,KY,MEDAGLIA D'ORO,MEDAGLIA D'ORO,FOXY DANSEUR,FOXY DANSEUR,MR. GREELEY,MR. GREELEY,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXXXIII,,,,OUT,,,,0,,https://vimeo.com/869182910,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,490,490,,,2022-03-26,1,B,F,,Y,,,KY,MOHAYMEN,MOHAYMEN,FOXY LILLY,FOXY LILLY,AMERICAN LION,AMERICAN LION,,,,,,,MAINE CHANCE FARM (UNIVERSITY OF KENTUCKY),,,,STUD LA ALIANZA,,,,5000,,https://youtu.be/LuXRUkyYC8M,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,491,491,,,2022-05-16,1,B,F,,Y,,,KY,DIALED IN,DIALED IN,FOXY POSSE,FOXY POSSE,POSSE,POSSE,,,,,,,POPE MCLEAN (CRESTWOOD FARM) AGENT X,,,,ANTONIO SANO,,,,5000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,492,492,,,2022-03-16,1,B,F,,Y,,,KY,KLIMT,KLIMT,FOXY SARA,FOXY SARA,EVEN THE SCORE,EVEN THE SCORE,,,,,,,JOHNSON CROSS AGENT VI,,,,NOT SOLD,,,,9000,,https://vimeo.com/875372045,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,493,493,,,2022-03-10,1,CH,C,,Y,,,KY,COMPLEXITY,COMPLEXITY,FRANDERELLA,FRANDERELLA,HENNY HUGHES,HENNY HUGHES,,,,,,,BRANDYWINE FARM (JIM & PAM ROBINSON) AGENT,,,,GRASSROOTS TRN & SALES LLC,,,,85000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,494,494,,,2022-04-08,1,DKB,F,,Y,,,KY,HONOR A. P.,HONOR A. P.,FRAZIER'S FINEST,FRAZIER'S FINEST,FORMAL DINNER,FORMAL DINNER,,,,,,,VINERY SALES AGENT XLVII,,,,J B I C RACING LLC,,,,25000,,https://vimeo.com/876154188?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,495,495,,,2022-03-02,1,CH,F,,Y,,,KY,CATALINA CRUISER,CATALINA CRUISER,FREE BELIEF,FREE BELIEF,JIMMY CREED,JIMMY CREED,,,,,,,LANE'S END AGENT,,,,NOT SOLD,,,,14000,,https://vimeo.com/876948412?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,496,496,,,2022-04-29,1,GRR,F,,Y,,,LA,STREET SENSE,STREET SENSE,FREE COVER,FREE COVER,CONGRATS,CONGRATS,,,,,,,EATON SALES AGENT FOR COTEAU GROVE FARMS,,,,NOT SOLD,,,,120000,,https://vimeo.com/876657424?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,497,497,,,2022-05-06,1,B,C,,Y,,,KY,MCKINZIE,MCKINZIE,FREE FLYING SOUL,FREE FLYING SOUL,QUIET AMERICAN,QUIET AMERICAN,,,,,,,GAINESWAY AGENT XIV,,,,FORGE AHEAD STABLES,,,,125000,,https://vimeo.com/875297570/cf0b4527c2?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,498,498,,,2022-04-07,1,B,F,,Y,,,INDIANA,VOLATILE,VOLATILE,FRENCH LEGACY,FRENCH LEGACY,MIDNIGHT LUTE,MIDNIGHT LUTE,,,,,,,TAYLOR MADE SALES AGENCY AGENT XXIV,,,,MIKE G RUTHERFORD,,,,40000,,https://youtu.be/76X_2H-0dTI,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,499,499,,,2022-03-01,1,CH,F,,Y,,,KY,COLLECTED,COLLECTED,FRENCH PARK,FRENCH PARK,ECTON PARK,ECTON PARK,,,,,,,MACHMER HALL SALES AGENT FOR MACHMER HALL ET AL,,,,MWG LLC,,,,57000,,https://vimeo.com/876401642?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,500,500,,,2022-04-24,1,CH,F,,Y,,,NY,CATALINA CRUISER,CATALINA CRUISER,FREUD'S NOTEBOOK,FREUD'S NOTEBOOK,FREUD,FREUD,,,,,,,TAYLOR MADE SALES AGENCY AGENT VIII,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,501,501,,,2022-03-13,1,GRR,F,,Y,,,KY,KARAKONTIE (JPN),KARAKONTIE (JPN),FRIEND OF LIBERTY,FRIEND OF LIBERTY,DOMINUS,DOMINUS,,,,,,,CLIFTON FARM LLC,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,502,502,,,2022-02-20,1,B,C,,Y,,,NY,SPUN TO RUN,SPUN TO RUN,FRISKY KITTEN,FRISKY KITTEN,KITTEN'S JOY,KITTEN'S JOY,,,,,,,PARAMOUNT SALES AGENT XXII,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,503,503,,,2022-02-06,1,B,F,,Y,,,NY,KING FOR A DAY,KING FOR A DAY,FROLIC'S CANDY,FROLIC'S CANDY,CANDY RIDE (ARG),CANDY RIDE (ARG),,,,,,,VINERY SALES AGENT III,,,,NATHAN SQUIRES AGT FOR CARY SPRINGER,,,,2000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,504,504,,,2022-03-07,1,B,C,,Y,,,KY,LAOBAN,LAOBAN,FROLIC'S REVENGE,FROLIC'S REVENGE,VINDICATION,VINDICATION,,,,,,,MILL RIDGE SALES AGENT X,,,,LEGION BLOODSTOCK AGENT,,,,21000,,https://vimeo.com/875821413,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,505,505,,,2022-02-28,1,DKB,F,,Y,,,OKLAHOMA,MO TOWN,MO TOWN,FROM JUMP STREET,FROM JUMP STREET,JUMP START,JUMP START,,,,,,,PREFERRED EQUINE AGENT,,,,NOT SOLD,,,,4000,,https://vimeo.com/876772718?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,506,506,,,2022-04-09,1,B,F,,Y,,,KY,INTO MISCHIEF,INTO MISCHIEF,FROM THE HOOD,FROM THE HOOD,STREET SENSE,STREET SENSE,,,,,,,EATON SALES AGENT,,,,NOT SOLD,,,,170000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,507,507,,,2022-04-07,1,CH,C,,Y,,,KY,GUN RUNNER,GUN RUNNER,FULL HOUSE,FULL HOUSE,DISCREETLY MINE,DISCREETLY MINE,,,,,,,LISA & TIM TURNEY AGENT II,,,,GRASSROOTS TRN & SALES LLC,,,,75000,,https://vimeo.com/874123567,,Y,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,508,508,,,2022-03-20,1,CH,C,,Y,,,NY,TIZ THE LAW,TIZ THE LAW,FUN FINDER,FUN FINDER,CROSS TRAFFIC,CROSS TRAFFIC,,,,,,,HIDDEN BROOK AGENT III,,,,ECLIPSE THOROUGHBRED PARTNERS,,,,40000,,https://www.youtube.com/watch?v=VPAWFIEyfu4,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,509,509,,,2022-03-05,1,GRR,F,,Y,,,KY,TAPWRIT,TAPWRIT,FUNNY HOLIDAY,FUNNY HOLIDAY,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,,LEGACY BLOODSTOCK AGENT XX,,,,S.R.O.A (K.O.I.D.),,,,30000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,510,510,,,2022-03-05,1,DKB,F,,Y,,,KY,TIZ THE LAW,TIZ THE LAW,FUNNY MOON,FUNNY MOON,MALIBU MOON,MALIBU MOON,,,,,,,WARRENDALE SALES AGENT X,,,,BBA IRELAND,,,,72000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,511,511,,,2022-03-06,1,B,C,,Y,,,KY,CATHOLIC BOY,CATHOLIC BOY,GABEIRA,GABEIRA,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,,MILL RIDGE SALES AGENT IX,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,512,512,,,2022-03-23,1,B,F,,Y,,,FL,UNCLE MO,UNCLE MO,GABRIELLESTOBLAME,GABRIELLESTOBLAME,BLAME,BLAME,,,,,,,GAINESWAY AGENT XXVIII,,,,NOT SOLD,,,,290000,,https://youtu.be/0yCJI-3reXQ,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,513,513,,,2022-04-02,1,B,F,,Y,,,KY,GORMLEY,GORMLEY,GAEILIC WONDER,GAEILIC WONDER,TIZ WONDERFUL,TIZ WONDERFUL,,,,,,,ENDEAVOR FARM AGENT FOR TEXATA BLOODSTOCK LLC,,,,BIG EASY RACING & SALES,,,,1000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,514,514,,,2022-04-11,1,B,C,,Y,,,KY,MO TOWN,MO TOWN,GALLERY GIRL,GALLERY GIRL,GIO PONTI,GIO PONTI,,,,,,,BEAU LANE BLOODSTOCK AGENT FOR BEAU LANE,,,,TRAVIS MURPHY,,,,20000,,https://vimeo.com/876600991?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,515,515,,,2022-04-30,1,GRR,F,,Y,,,ON,BOLT D'ORO,BOLT D'ORO,GARAVOGUE COLLEEN,GARAVOGUE COLLEEN,SLIGO BAY (IRE),SLIGO BAY (IRE),,,,,,,INDIAN CREEK AGENT,,,,C. DAY PHILLIPS AGT FOR BRACONCREST INC.,,,,75000,,https://vimeo.com/876737006?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,516,516,,,2022-02-09,1,DKB,F,,Y,,,KY,UPSTART,UPSTART,GARDEN AFFAIR,GARDEN AFFAIR,STREET BOSS,STREET BOSS,,,,,,,GAINESWAY AGENT XII,,,,NOT SOLD,,,,28000,,https://vimeo.com/875298621/565d0e5c57?ts=0&share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,517,517,,,2022-03-21,1,DKB,C,,Y,,,KY,INSTAGRAND,INSTAGRAND,GARDEN DISTRICT,GARDEN DISTRICT,DIXIE UNION,DIXIE UNION,,,,,,,FOUR STAR SALES AGENT,,,,PICK VIEW,,,,285000,,https://vimeo.com/874614987?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,518,518,,,2022-02-14,1,B,F,,Y,,,FL,MENDELSSOHN,MENDELSSOHN,GARDENISTA,GARDENISTA,CURLIN,CURLIN,,,,,,,FLY BY THOROUGHBREDS AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,519,519,,,2022-03-02,1,GRR,C,,Y,,,KY,THOUSAND WORDS,THOUSAND WORDS,GATEAU ST HONORE,GATEAU ST HONORE,DON GATO,DON GATO,,,,,,,HUNTER VALLEY FARM AGENT,,,,ANTONIO VILLAGRAN,,,,9500,,https://www.youtube.com/watch?v=AhZF3MmvIzY,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,520,520,,,2022-02-09,1,CH,F,,Y,,,FL,VINO ROSSO,VINO ROSSO,GEISHA GAL,GEISHA GAL,AGNES TACHYON (JPN),AGNES TACHYON (JPN),,,,,,,EATON SALES AGENT,,,,KINGS EQUINE,,,,42000,,https://vimeo.com/876581342?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,521,521,,,2022-02-11,1,DKB,C,,Y,,,ON,SIGNATURE RED,SIGNATURE RED,GEMINI,GEMINI,BLAME,BLAME,,,,,,,SHAWHAN PLACE LLC AGENT FOR NORSEMAN RACING STABLE,,,,SILVERTON HILL,,,,105000,,https://vimeo.com/875977394?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,522,522,,,2022-04-15,1,DKB,C,,Y,,,ON,FLAMEAWAY,FLAMEAWAY,GEM THIEF,GEM THIEF,SHANGHAI BOBBY,SHANGHAI BOBBY,,,,,,,SUSAN Y. FOREMAN AGENT,,,,NOT SOLD,,,,47000,,https://youtu.be/luRmyZ2zPBo?feature=shared,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,523,523,,,2022-04-12,1,B,F,,Y,,,KY,MEDAGLIA D'ORO,MEDAGLIA D'ORO,GENTLE RULER,GENTLE RULER,COLONEL JOHN,COLONEL JOHN,,,,,,,CLAIBORNE FARM AGENT,,,,MIKE RYAN AGENT,,,,200000,,https://vimeo.com/874960249,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,524,524,,,2022-03-05,1,B,F,,Y,,,KY,AIR FORCE BLUE,AIR FORCE BLUE,GERMAN EDITION (GB),GERMAN EDITION (GB),CAPE CROSS (IRE),CAPE CROSS (IRE),,,,,,,VINERY SALES AGENT LVI,,,,EDDIE KENNEALLY,,,,20000,,https://vimeo.com/874325991,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,525,525,,,2022-04-12,1,B,F,,Y,,,KY,JIMMY CREED,JIMMY CREED,GETUPBABYGETUP,GETUPBABYGETUP,FIRST DEFENCE,FIRST DEFENCE,,,,,,,HIGHGATE SALES AGENT XI,,,,SHEPHERD EQUINE ADVISORS AGT FOR LARRY HIRSCH,,,,87000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,526,526,,,2022-02-07,1,B,F,,Y,,,KY,MITOLE,MITOLE,GHOST INTHE MIRROR,GHOST INTHE MIRROR,GHOSTZAPPER,GHOSTZAPPER,,,,,,,LANE'S END AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,527,527,,,2022-04-28,1,B,F,,Y,,,INDIANA,MITOLE,MITOLE,GHOSTSTONE,GHOSTSTONE,GHOSTZAPPER,GHOSTZAPPER,,,,,,,TAYLOR MADE SALES AGENCY AGENT XXIV,,,,RICHARD PERKINS,,,,57000,,https://youtu.be/XxqqXuioVIg,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,528,528,,,2022-04-20,1,B,F,,Y,,,ON,INSTAGRAND,INSTAGRAND,GIA LULA,GIA LULA,GIO PONTI,GIO PONTI,,,,,,,SUSAN Y. FOREMAN AGENT,,,,JAMES LAYDEN AGENT,,,,25000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,529,529,,,2022-04-10,1,DKB,C,,Y,,,KY,TAPITURE,TAPITURE,GIGI JEAN,GIGI JEAN,TEMPLE CITY,TEMPLE CITY,,,,,,,SHELTOWEE SALES AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,530,530,,,2022-03-30,1,B,F,,Y,,,FL,WAR OF WILL,WAR OF WILL,GIOVANNA BLUES,GIOVANNA BLUES,GIO PONTI,GIO PONTI,,,,,,,FOUR STAR SALES AGENT FOR WESTBURY STABLES,,,,ALL IN INVESTORS LLC,,,,48000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,531,531,,,2022-03-23,1,B,F,,Y,,,NY,AUDIBLE,AUDIBLE,GIRLNTHEYELLOWTAXI,GIRLNTHEYELLOWTAXI,ELUSIVE QUALITY,ELUSIVE QUALITY,,,,,,,PREFERRED EQUINE AGENT,,,,JORGE GONZALEZ REY,,,,3500,,https://vimeo.com/876777554?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,532,532,,,2022-04-24,1,B,C,,Y,,,KY,WEST COAST,WEST COAST,GIRLS LIFE,GIRLS LIFE,COLONEL JOHN,COLONEL JOHN,,,,,,,BILL MURPHY AGENT IV,,,,ERNESTO MARTINEZ,,,,7000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,533,533,,,2022-05-15,1,DKB,C,,Y,,,KY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,GIVEHERDALUTE,GIVEHERDALUTE,MIDNIGHT LUTE,MIDNIGHT LUTE,,,,,,,BUCKLAND SALES (ZACH MADDEN) AGENT XV,,,,MR. & MRS. ERIC W. DEMMERS,,,,42000,,https://vimeo.com/875525114?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,534,534,,,2022-04-05,1,DKB,F,,Y,,,KY,CONNECT,CONNECT,GLAMANATION,GLAMANATION,POINT OF ENTRY,POINT OF ENTRY,,,,,,,TAYLOR MADE SALES AGENCY AGENT XL,,,,RAUL GONZALEZ RAMIREZ,,,,3000,,https://youtu.be/KHCAjtvRBa0,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,535,535,,,2022-05-08,1,B,F,,Y,,,NY,IMPROBABLE,IMPROBABLE,GLAMOUR AND STYLE,GLAMOUR AND STYLE,DYNAFORMER,DYNAFORMER,,,,,,,MULHOLLAND SPRINGS AGENT IV,,,,THOROSTOCK LLC,,,,13000,,https://vimeo.com/874528216?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,536,536,,,2022-03-19,1,DKB,F,,Y,,,KY,COAL FRONT,COAL FRONT,GLAMOUR LADY,GLAMOUR LADY,MORE THAN READY,MORE THAN READY,,,,,,,KEITH LANCASTER AGENT I,,,,KENNETH MCPEEK AGENT,,,,25000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,537,537,,,2022-05-12,1,DKB,F,,Y,,,KY,MO TOWN,MO TOWN,GLAMOUR STAR,GLAMOUR STAR,DYNAFORMER,DYNAFORMER,,,,,,,HILL 'N' DALE AT XALAPA AGENT,,,,MIKE AKERS AGENT,,,,25000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,538,538,,,2022-03-11,1,B,F,,Y,,,KY,NOT THIS TIME,NOT THIS TIME,GLORIFIED,GLORIFIED,HONOUR AND GLORY,HONOUR AND GLORY,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXXI,,,,SAINTS OR SINNERS,,,,190000,,https://youtu.be/S64xfDl8HEY,,,T,2022
2023,Y,23FTOCTYR,2023-10-24,1,2,539,539,,,2022-02-25,1,B,C,,Y,,,NY,FOG OF WAR,FOG OF WAR,GOIAS (IRE),GOIAS (IRE),HARD SPUN,HARD SPUN,,,,,,,BALLYSAX BLOODSTOCK AGENT VI,,,,DON ARIENZO STABLE LLC,,,,6500,,https://vimeo.com/875941934?share=copy,,,T,2022
